150 5548
36 141 7
36 144 34
36 145 45
36 146 67
36 148 78
36 149 86
36 150 48
37 39 33
37 43 14
37 44 10
37 45 29
37 46 39
37 47 34
37 49 73
37 50 83
37 54 68
37 55 7
37 56 51
37 57 81
37 58 68
37 61 18
37 62 14
37 63 40
37 64 92
37 65 7
37 66 85
37 68 16
37 69 83
37 73 30
37 74 83
37 76 73
37 78 18
37 79 8
37 83 57
37 84 9
37 85 44
37 86 16
37 87 45
37 91 89
37 92 41
37 95 8
37 97 54
37 98 10
37 100 36
37 104 72
37 107 50
37 108 34
37 109 56
37 115 13
37 116 68
37 117 72
37 119 48
37 120 45
37 126 42
37 127 47
37 128 50
37 130 71
37 133 88
37 137 28
37 140 89
37 141 19
37 144 86
37 145 96
37 146 56
37 147 59
37 150 63
38 41 60
38 42 64
38 53 65
38 57 82
38 58 98
38 60 43
38 61 78
38 66 8
38 67 24
38 68 17
38 70 19
38 72 67
38 76 8
38 78 71
38 79 89
38 80 57
38 82 47
38 89 76
38 90 54
38 91 28
38 92 84
38 93 31
38 95 97
38 96 40
38 100 41
38 102 39
38 104 82
38 106 19
38 108 63
38 111 65
38 117 37
38 118 42
38 119 23
38 121 13
38 122 34
38 124 15
38 125 5
38 126 18
38 127 33
38 129 73
38 130 95
38 133 72
38 134 19
38 135 88
38 137 8
38 138 4
38 139 97
38 143 95
38 144 24
38 145 5
38 147 90
38 148 14
39 40 6
39 41 57
39 44 48
39 47 6
39 49 2
39 51 97
39 52 36
39 54 35
39 56 90
39 57 50
39 58 7
39 60 21
39 61 73
39 62 96
39 64 49
39 69 36
39 70 11
39 74 73
39 75 34
39 81 10
39 82 60
39 85 22
39 87 31
39 88 62
39 90 34
39 91 63
39 92 86
39 96 82
39 98 60
39 99 15
39 100 52
39 102 24
39 103 42
39 104 73
39 106 92
39 108 50
39 111 26
39 114 46
39 115 82
39 123 48
39 124 6
39 125 61
39 127 25
39 129 67
39 130 35
39 131 8
39 133 13
39 137 8
39 140 98
39 141 34
39 142 11
39 144 37
39 147 68
39 150 54
40 41 97
40 46 51
40 48 100
40 50 14
40 52 71
40 54 68
40 56 99
40 61 1
40 66 3
40 67 84
40 69 96
40 70 80
40 71 82
40 75 63
40 83 4
40 85 99
40 89 51
40 91 96
40 93 70
40 98 21
40 100 80
40 105 28
40 108 99
40 109 6
40 112 11
40 113 80
40 114 91
40 115 61
40 117 30
40 119 51
40 120 47
40 121 36
40 125 38
40 127 89
40 128 65
40 129 5
40 130 60
40 133 23
40 134 48
40 136 12
40 140 96
40 142 25
40 143 78
40 146 65
40 150 21
41 42 47
41 43 16
41 45 64
41 46 87
41 48 63
41 49 13
41 51 65
41 52 83
41 55 9
41 56 87
41 57 86
41 58 45
41 59 34
41 61 16
41 62 21
41 64 22
41 66 39
41 68 31
41 69 65
41 70 80
41 72 6
41 73 93
41 74 52
41 76 69
41 78 16
41 79 91
41 80 48
41 84 82
41 86 19
41 87 23
41 88 45
41 90 76
41 92 67
41 94 46
41 95 54
41 98 48
41 99 1
41 102 91
41 103 83
41 111 22
41 114 60
41 115 25
41 116 6
41 121 83
41 126 40
41 129 91
41 133 85
41 134 23
41 135 22
41 137 19
41 139 2
41 140 29
41 141 27
42 45 71
42 46 9
42 48 11
42 49 90
42 52 59
42 53 61
42 54 68
42 55 83
42 56 98
42 58 14
42 59 74
42 64 84
42 67 11
42 69 73
42 71 49
42 72 55
42 73 74
42 74 94
42 76 24
42 78 84
42 79 19
42 80 25
42 82 75
42 83 93
42 85 50
42 86 71
42 87 27
42 88 2
42 89 79
42 91 74
42 94 59
42 97 59
42 102 49
42 104 46
42 105 85
42 107 98
42 108 99
42 109 80
42 110 50
42 115 12
42 119 25
42 120 69
42 124 8
42 125 41
42 128 11
42 129 13
42 131 42
42 132 82
42 133 46
42 134 33
42 135 23
42 136 9
42 139 87
42 140 83
42 143 47
42 144 5
42 145 79
42 146 87
42 147 74
43 45 55
43 46 91
43 52 31
43 54 55
43 55 23
43 58 93
43 60 45
43 62 33
43 63 98
43 67 71
43 70 90
43 71 74
43 72 74
43 74 79
43 78 74
43 79 23
43 81 66
43 83 21
43 84 32
43 85 4
43 88 29
43 89 30
43 91 100
43 93 71
43 94 26
43 95 57
43 96 18
43 98 45
43 101 51
43 102 53
43 104 3
43 105 75
43 106 15
43 107 69
43 108 10
43 110 66
43 111 33
43 112 36
43 114 4
43 115 20
43 118 60
43 119 38
43 120 96
43 125 58
43 126 2
43 127 13
43 128 18
43 132 9
43 135 73
43 139 27
43 143 11
43 150 5
44 45 8
44 46 14
44 47 6
44 49 30
44 50 6
44 51 59
44 52 82
44 53 10
44 57 57
44 59 98
44 60 33
44 63 96
44 64 14
44 65 36
44 67 21
44 69 18
44 70 48
44 72 89
44 74 50
44 75 5
44 76 1
44 77 47
44 79 28
44 83 72
44 84 63
44 85 100
44 86 68
44 89 60
44 92 36
44 97 88
44 99 89
44 101 26
44 102 14
44 105 20
44 108 81
44 109 12
44 110 40
44 111 39
44 112 67
44 114 56
44 115 60
44 117 73
44 118 63
44 125 25
44 126 39
44 127 50
44 128 68
44 129 77
44 134 47
44 139 88
44 140 69
44 141 66
44 143 16
44 144 30
44 145 59
44 147 55
44 148 54
44 149 65
45 46 78
45 48 38
45 51 35
45 52 67
45 53 36
45 54 84
45 60 30
45 63 1
45 66 40
45 67 25
45 68 90
45 69 41
45 70 44
45 72 64
45 74 33
45 77 25
45 79 74
45 80 29
45 81 88
45 86 23
45 95 54
45 96 72
45 101 40
45 102 6
45 108 12
45 110 88
45 113 68
45 118 3
45 119 29
45 120 47
45 122 54
45 124 26
45 129 10
45 131 49
45 133 23
45 134 75
45 137 83
45 139 17
45 140 65
45 141 26
46 52 36
46 56 67
46 57 54
46 58 99
46 60 86
46 61 63
46 62 56
46 64 91
46 66 26
46 68 98
46 71 11
46 72 7
46 73 72
46 74 41
46 79 76
46 80 42
46 81 2
46 83 90
46 86 61
46 87 51
46 90 80
46 91 37
46 94 78
46 97 32
46 98 85
46 100 61
46 101 90
46 102 78
46 105 78
46 106 21
46 110 29
46 111 78
46 113 79
46 114 47
46 116 72
46 119 24
46 121 12
46 126 95
46 128 42
46 129 71
46 131 69
46 132 44
46 136 50
46 137 54
46 138 76
46 139 59
46 140 47
46 143 4
46 144 12
46 145 9
46 148 58
46 149 84
46 150 36
47 50 26
47 51 94
47 52 68
47 53 62
47 60 79
47 61 71
47 62 63
47 64 65
47 65 83
47 66 38
47 67 67
47 68 93
47 69 27
47 72 56
47 76 10
47 77 77
47 79 80
47 80 28
47 81 59
47 88 92
47 90 5
47 91 29
47 92 16
47 93 89
47 94 47
47 95 42
47 97 36
47 99 75
47 102 82
47 103 52
47 104 42
47 105 26
47 106 60
47 108 20
47 109 12
47 110 26
47 112 95
47 113 70
47 115 27
47 117 60
47 119 30
47 120 32
47 124 21
47 129 69
47 131 56
47 132 11
47 133 29
47 134 24
47 135 59
47 136 12
47 139 31
47 142 81
47 144 44
47 145 81
47 146 36
47 150 68
48 50 4
48 54 86
48 55 18
48 57 96
48 59 98
48 60 98
48 61 3
48 62 24
48 66 10
48 67 78
48 68 8
48 70 31
48 71 46
48 73 59
48 75 97
48 76 94
48 77 53
48 78 88
48 79 63
48 80 36
48 84 24
48 85 93
48 86 40
48 87 61
48 88 97
48 89 57
48 90 64
48 91 79
48 92 25
48 96 40
48 97 72
48 98 67
48 99 73
48 102 70
48 105 83
48 107 82
48 109 21
48 113 80
48 114 27
48 115 23
48 117 36
48 118 16
48 119 56
48 120 46
48 123 75
48 124 61
48 125 56
48 126 98
48 127 76
48 128 98
48 130 87
48 135 74
48 137 71
48 138 14
48 139 53
48 140 36
48 145 79
48 146 23
48 147 51
48 149 8
48 150 92
49 51 3
49 55 34
49 57 66
49 58 43
49 60 23
49 61 85
49 65 40
49 67 75
49 70 83
49 73 59
49 75 78
49 77 96
49 78 45
49 79 43
49 80 72
49 81 69
49 82 54
49 84 80
49 85 52
49 87 11
49 93 99
49 95 23
49 99 91
49 101 20
49 102 91
49 103 32
49 104 15
49 105 94
49 106 72
49 107 68
49 108 87
49 109 40
49 110 32
49 111 9
49 113 61
49 114 64
49 117 2
49 119 93
49 120 38
49 122 21
49 124 3
49 126 64
49 127 69
49 128 14
49 130 20
49 133 52
49 134 39
49 135 78
49 138 30
49 140 90
49 142 62
49 143 48
49 144 73
49 146 52
49 147 40
49 148 66
49 149 6
49 150 6
50 51 2
50 52 47
50 55 16
50 56 24
50 60 94
50 66 86
50 67 85
50 69 35
50 73 99
50 74 1
50 80 34
50 82 5
50 84 54
50 85 54
50 87 1
50 90 9
50 91 55
50 96 68
50 100 36
50 103 26
50 104 85
50 107 32
50 110 40
50 117 15
50 119 10
50 120 48
50 121 52
50 123 68
50 126 7
50 127 45
50 131 30
50 132 37
50 134 86
50 136 49
50 138 1
50 140 60
50 141 75
50 143 41
50 144 94
50 145 17
50 149 13
51 52 92
51 53 4
51 55 49
51 57 68
51 58 85
51 60 17
51 61 81
51 63 92
51 66 92
51 67 38
51 68 1
51 71 48
51 72 39
51 74 77
51 75 82
51 77 78
51 79 59
51 80 24
51 83 16
51 85 36
51 89 78
51 91 90
51 92 68
51 96 19
51 98 69
51 102 62
51 103 39
51 104 4
51 108 15
51 113 72
51 114 31
51 116 56
51 118 76
51 119 81
51 120 53
51 122 74
51 123 7
51 125 50
51 126 82
51 127 45
51 132 9
51 134 46
51 138 72
51 139 28
51 140 71
51 141 68
51 142 100
51 146 92
51 148 46
51 150 20
52 53 52
52 54 62
52 56 28
52 57 3
52 59 60
52 60 82
52 61 34
52 63 61
52 64 32
52 65 39
52 66 99
52 67 37
52 71 23
52 75 7
52 76 21
52 79 22
52 80 73
52 82 21
52 83 44
52 87 77
52 89 89
52 95 30
52 96 40
52 97 6
52 98 58
52 99 75
52 100 19
52 101 81
52 102 44
52 103 74
52 104 7
52 106 93
52 107 70
52 110 66
52 111 93
52 112 20
52 116 55
52 117 72
52 118 26
52 120 59
52 123 89
52 125 79
52 126 53
52 128 25
52 133 48
52 134 41
52 140 79
52 143 38
52 145 76
52 147 51
53 55 71
53 57 77
53 60 31
53 62 99
53 64 55
53 65 41
53 66 8
53 68 18
53 70 23
53 71 99
53 73 13
53 79 52
53 80 61
53 85 31
53 86 2
53 87 91
53 88 79
53 89 54
53 91 93
53 92 92
53 93 97
53 94 10
53 96 79
53 97 63
53 101 40
53 102 24
53 103 89
53 106 84
53 108 11
53 111 60
53 113 45
53 114 53
53 115 85
53 119 46
53 121 82
53 122 44
53 123 14
53 124 81
53 125 4
53 126 68
53 133 68
53 135 65
53 136 58
53 138 58
53 143 6
53 144 12
53 145 2
53 148 18
53 149 87
53 150 76
54 64 9
54 65 49
54 66 35
54 69 37
54 70 19
54 71 36
54 73 64
54 74 63
54 78 57
54 80 49
54 82 46
54 83 73
54 85 44
54 86 46
54 91 66
54 93 21
54 95 51
54 98 10
54 99 85
54 100 65
54 101 61
54 102 98
54 109 99
54 112 41
54 113 62
54 114 9
54 115 83
54 117 9
54 121 31
54 123 81
54 130 9
54 131 46
54 133 97
54 134 36
54 136 22
54 138 73
54 139 26
54 141 84
54 142 92
54 145 87
55 57 88
55 60 53
55 61 10
55 63 84
55 64 78
55 68 49
55 69 69
55 71 2
55 72 25
55 79 42
55 84 22
55 86 90
55 91 8
55 92 94
55 93 98
55 94 12
55 95 89
55 97 51
55 100 82
55 101 67
55 104 6
55 106 47
55 107 11
55 109 76
55 110 77
55 111 21
55 113 11
55 117 37
55 119 78
55 120 72
55 121 57
55 122 2
55 123 68
55 128 78
55 129 14
55 133 22
55 134 83
55 137 1
55 138 28
55 139 39
55 143 13
55 144 86
55 147 42
55 150 22
56 57 45
56 60 31
56 61 6
56 63 73
56 66 96
56 67 52
56 69 85
56 70 95
56 76 89
56 78 49
56 79 13
56 86 15
56 89 49
56 90 75
56 92 68
56 93 67
56 94 14
56 97 8
56 99 68
56 100 78
56 101 68
56 104 59
56 106 89
56 109 99
56 111 11
56 113 46
56 116 30
56 119 56
56 120 95
56 121 79
56 123 93
56 126 35
56 127 66
56 128 78
56 131 6
56 135 3
56 136 18
56 140 49
56 142 80
56 145 28
56 147 88
57 61 57
57 62 20
57 64 81
57 67 81
57 68 74
57 73 42
57 74 37
57 75 39
57 76 89
57 77 6
57 79 3
57 81 10
57 85 30
57 86 76
57 88 66
57 89 13
57 90 55
57 91 8
57 95 43
57 96 14
57 97 44
57 98 36
57 102 43
57 103 60
57 104 87
57 105 3
57 107 72
57 109 33
57 111 94
57 112 76
57 113 43
57 114 65
57 118 42
57 124 44
57 127 12
57 130 80
57 131 17
57 133 20
57 134 89
57 136 36
57 138 41
57 140 17
57 146 54
57 148 41
57 149 14
57 150 96
58 59 59
58 60 49
58 62 20
58 66 98
58 67 68
58 68 48
58 73 65
58 75 26
58 77 93
58 82 64
58 85 51
58 86 27
58 87 88
58 88 22
58 89 43
58 92 78
58 93 95
58 96 94
58 97 71
58 98 64
58 99 74
58 101 40
58 102 12
58 105 24
58 108 31
58 111 86
58 113 41
58 114 29
58 117 2
58 119 31
58 120 67
58 121 15
58 124 92
58 126 93
58 129 74
58 133 66
58 136 13
58 137 2
58 142 95
58 143 42
58 145 61
58 146 75
58 148 3
58 150 76
59 60 19
59 63 92
59 66 22
59 67 64
59 68 95
59 70 84
59 78 16
59 79 75
59 80 43
59 83 69
59 85 10
59 87 36
59 88 30
59 89 66
59 91 8
59 92 92
59 94 5
59 98 95
59 100 23
59 101 9
59 105 27
59 107 63
59 109 21
59 111 21
59 112 81
59 113 13
59 114 17
59 116 72
59 118 77
59 119 14
59 121 4
59 123 100
59 124 76
59 125 37
59 126 99
59 128 79
59 131 39
59 133 28
59 135 79
59 136 26
59 140 80
59 141 16
59 142 17
59 143 41
59 146 12
59 149 90
60 64 79
60 65 16
60 66 53
60 68 9
60 69 21
60 72 100
60 73 97
60 74 89
60 75 22
60 77 66
60 79 76
60 81 98
60 82 71
60 84 10
60 85 89
60 86 32
60 87 20
60 91 24
60 94 38
60 95 70
60 97 45
60 99 81
60 102 78
60 103 76
60 104 26
60 106 94
60 107 89
60 108 4
60 109 41
60 113 92
60 114 56
60 116 36
60 117 38
60 122 64
60 125 59
60 126 58
60 127 50
60 128 9
60 129 11
60 130 18
60 131 71
60 132 100
60 133 15
60 136 31
60 137 7
60 138 68
60 141 90
60 142 77
60 144 15
60 146 12
60 147 54
60 149 48
60 150 14
61 62 46
61 64 62
61 65 78
61 66 49
61 67 85
61 68 61
61 69 27
61 71 90
61 72 68
61 78 5
61 81 92
61 83 94
61 85 51
61 86 58
61 90 28
61 94 39
61 95 64
61 96 84
61 100 65
61 101 60
61 102 48
61 107 5
61 110 50
61 111 29
61 113 3
61 115 36
61 119 94
61 121 66
61 122 22
61 123 80
61 124 49
61 126 55
61 128 46
61 129 37
61 130 14
61 132 38
61 135 36
61 139 29
61 140 53
61 141 47
61 146 46
61 147 98
61 148 60
61 149 61
62 63 32
62 65 64
62 66 23
62 74 55
62 75 38
62 79 10
62 84 59
62 85 43
62 86 20
62 87 89
62 88 69
62 91 98
62 93 15
62 96 36
62 100 20
62 101 100
62 102 74
62 103 36
62 104 21
62 107 44
62 108 32
62 109 58
62 111 58
62 112 95
62 114 33
62 119 14
62 122 38
62 124 43
62 126 4
62 127 2
62 129 76
62 132 4
62 134 95
62 135 61
62 140 44
62 142 7
62 143 82
62 145 52
62 146 2
62 147 6
62 149 7
63 66 10
63 67 12
63 68 93
63 69 37
63 70 44
63 72 7
63 73 41
63 76 89
63 79 69
63 80 7
63 81 95
63 82 92
63 84 41
63 85 31
63 88 90
63 89 50
63 91 20
63 96 47
63 98 67
63 99 71
63 101 89
63 103 94
63 105 100
63 107 93
63 108 69
63 111 7
63 112 99
63 113 35
63 115 90
63 117 86
63 119 9
63 120 46
63 122 57
63 123 68
63 127 10
63 128 91
63 130 77
63 134 59
63 135 31
63 137 44
63 138 95
63 141 32
63 143 54
63 146 95
63 147 52
63 149 36
64 65 16
64 67 42
64 73 76
64 74 59
64 77 48
64 79 81
64 80 58
64 81 72
64 83 77
64 89 83
64 91 31
64 94 80
64 99 4
64 100 56
64 103 34
64 104 59
64 105 47
64 107 52
64 108 33
64 110 31
64 111 62
64 115 2
64 116 35
64 117 41
64 118 29
64 123 24
64 124 83
64 128 41
64 129 20
64 131 84
64 133 54
64 140 41
64 143 25
64 144 9
64 145 57
64 148 64
64 150 93
65 67 53
65 69 62
65 70 7
65 74 90
65 75 35
65 77 97
65 78 72
65 83 84
65 84 72
65 87 27
65 94 1
65 97 5
65 99 40
65 104 21
65 105 39
65 107 93
65 109 17
65 113 92
65 114 85
65 116 68
65 118 20
65 119 71
65 120 62
65 126 66
65 127 46
65 128 28
65 129 76
65 131 65
65 133 4
65 134 17
65 136 62
65 138 1
65 141 72
65 144 1
65 145 31
65 146 90
65 147 5
65 148 76
65 149 85
66 67 87
66 68 56
66 70 88
66 71 72
66 74 9
66 75 43
66 79 83
66 80 50
66 81 9
66 83 41
66 85 20
66 86 18
66 90 84
66 92 74
66 93 88
66 94 5
66 100 53
66 101 75
66 102 55
66 105 81
66 106 66
66 108 83
66 110 28
66 113 100
66 115 83
66 116 3
66 117 20
66 120 70
66 121 58
66 122 31
66 124 36
66 127 4
66 128 77
66 129 86
66 130 43
66 133 46
66 134 39
66 135 67
66 138 79
66 139 75
66 141 32
66 142 43
66 143 64
66 144 23
66 146 12
66 147 70
66 148 6
66 149 87
66 150 97
67 69 40
67 71 92
67 72 65
67 74 100
67 76 73
67 79 28
67 80 59
67 83 57
67 84 71
67 85 72
67 86 17
67 87 4
67 89 68
67 90 99
67 91 95
67 92 40
67 94 23
67 96 15
67 99 54
67 100 58
67 102 56
67 103 9
67 104 16
67 105 40
67 109 18
67 112 100
67 113 9
67 114 94
67 121 82
67 122 26
67 123 79
67 124 38
67 126 21
67 127 6
67 128 79
67 131 92
67 132 33
67 134 17
67 135 58
67 136 26
67 137 92
67 139 32
67 140 82
67 143 97
67 145 91
67 146 78
67 147 10
67 150 56
68 70 68
68 72 1
68 77 94
68 79 43
68 81 1
68 83 69
68 84 35
68 85 41
68 86 25
68 91 90
68 93 64
68 94 39
68 98 92
68 99 52
68 102 49
68 103 83
68 106 58
68 107 12
68 108 88
68 115 7
68 117 95
68 118 78
68 123 34
68 125 90
68 132 94
68 134 2
68 136 75
68 137 58
68 138 31
68 141 92
68 144 87
68 146 79
68 147 59
68 149 85
69 73 31
69 74 86
69 75 48
69 77 40
69 78 64
69 80 95
69 81 29
69 82 94
69 84 78
69 87 11
69 89 8
69 90 6
69 92 44
69 94 27
69 96 7
69 97 26
69 98 97
69 100 54
69 103 64
69 104 7
69 105 11
69 107 89
69 108 2
69 111 39
69 112 19
69 113 17
69 115 47
69 118 90
69 119 88
69 120 80
69 122 81
69 124 11
69 125 99
69 127 14
69 128 43
69 130 84
69 131 94
69 132 74
69 135 45
69 136 87
69 138 94
69 141 10
69 147 10
69 148 70
69 149 84
70 73 27
70 74 88
70 76 32
70 77 56
70 79 19
70 83 5
70 84 37
70 85 2
70 86 57
70 89 12
70 91 55
70 93 91
70 94 75
70 95 65
70 96 3
70 97 53
70 98 83
70 100 24
70 103 30
70 106 42
70 107 6
70 108 48
70 111 14
70 118 70
70 119 14
70 120 28
70 123 44
70 125 63
70 127 43
70 128 1
70 129 19
70 130 28
70 131 39
70 132 70
70 133 72
70 136 47
70 137 65
70 138 87
70 139 34
70 140 15
70 144 48
71 73 2
71 74 93
71 75 59
71 76 71
71 78 98
71 79 34
71 82 84
71 83 10
71 84 97
71 85 37
71 87 91
71 89 16
71 90 47
71 97 59
71 99 2
71 105 10
71 106 55
71 108 94
71 112 22
71 113 2
71 115 89
71 120 87
71 123 43
71 125 59
71 126 62
71 128 71
71 129 86
71 134 85
71 135 33
71 136 24
71 138 74
71 139 73
71 142 84
71 146 92
71 147 99
71 148 5
71 149 18
72 73 48
72 74 9
72 75 45
72 77 25
72 79 100
72 80 66
72 81 40
72 83 24
72 86 83
72 87 87
72 88 14
72 89 93
72 91 42
72 95 21
72 98 75
72 99 20
72 102 64
72 104 77
72 107 76
72 108 81
72 109 95
72 110 20
72 111 34
72 114 59
72 120 37
72 122 77
72 123 59
72 125 54
72 127 92
72 129 23
72 130 54
72 131 97
72 134 77
72 135 97
72 137 51
72 139 26
72 140 12
72 141 12
72 142 69
72 143 80
72 145 23
72 146 88
72 148 4
72 149 50
73 75 33
73 80 31
73 82 42
73 83 61
73 84 93
73 91 22
73 92 2
73 93 42
73 95 43
73 97 28
73 101 3
73 102 97
73 106 71
73 108 53
73 109 71
73 110 72
73 113 4
73 115 3
73 122 73
73 123 68
73 129 27
73 130 28
73 132 93
73 135 8
73 137 68
73 138 49
73 141 61
73 143 93
73 145 37
73 146 7
74 77 15
74 79 64
74 81 74
74 82 6
74 83 22
74 84 16
74 85 68
74 86 68
74 87 94
74 88 59
74 89 99
74 93 40
74 94 6
74 95 85
74 96 49
74 98 93
74 99 45
74 101 45
74 103 49
74 106 36
74 107 49
74 108 60
74 109 32
74 110 61
74 112 32
74 113 77
74 114 37
74 115 69
74 116 95
74 122 88
74 129 91
74 131 53
74 132 49
74 135 22
74 136 16
74 137 12
74 138 82
74 139 2
74 140 7
74 142 65
74 144 88
74 148 27
75 77 80
75 78 69
75 79 39
75 82 15
75 84 76
75 85 31
75 88 89
75 89 75
75 90 23
75 95 51
75 96 9
75 98 86
75 99 99
75 100 38
75 101 28
75 103 16
75 110 14
75 111 53
75 112 88
75 113 66
75 114 90
75 115 92
75 117 4
75 120 99
75 121 24
75 122 62
75 127 36
75 128 78
75 130 43
75 131 43
75 135 51
75 136 77
75 140 90
75 141 76
75 145 42
75 146 19
76 77 76
76 79 65
76 80 44
76 84 24
76 85 90
76 86 85
76 95 97
76 96 7
76 97 93
76 100 46
76 103 76
76 104 61
76 105 37
76 106 13
76 107 92
76 109 20
76 115 51
76 116 29
76 117 41
76 119 91
76 121 67
76 122 17
76 123 86
76 124 1
76 129 21
76 130 66
76 132 44
76 143 7
76 147 35
76 149 70
77 84 96
77 85 50
77 88 52
77 89 85
77 90 73
77 91 70
77 93 90
77 94 98
77 95 39
77 97 96
77 99 61
77 102 21
77 107 94
77 110 59
77 114 42
77 115 61
77 118 29
77 120 28
77 121 73
77 122 23
77 125 15
77 127 100
77 128 65
77 129 1
77 130 47
77 131 30
77 133 35
77 135 71
77 136 79
77 144 24
77 146 36
77 147 5
77 148 50
78 80 22
78 83 20
78 85 85
78 87 84
78 88 87
78 91 53
78 96 47
78 104 61
78 105 93
78 106 10
78 107 56
78 109 25
78 110 24
78 111 37
78 113 78
78 115 50
78 118 61
78 121 75
78 123 69
78 125 58
78 127 23
78 128 44
78 129 99
78 130 49
78 132 60
78 136 95
78 140 48
78 142 1
78 143 73
78 144 72
78 145 83
78 147 69
78 149 57
78 150 44
79 80 72
79 81 89
79 82 94
79 83 45
79 85 36
79 86 12
79 88 12
79 91 18
79 95 78
79 97 46
79 98 14
79 99 83
79 100 90
79 102 36
79 103 44
79 109 18
79 110 51
79 112 90
79 113 24
79 114 6
79 116 59
79 121 36
79 122 31
79 123 89
79 124 49
79 125 79
79 129 25
79 130 67
79 131 21
79 132 70
79 133 39
79 134 82
79 137 21
79 139 59
79 140 32
79 141 83
79 142 12
79 145 87
79 146 46
79 147 25
79 149 69
80 81 96
80 82 25
80 83 62
80 84 49
80 86 7
80 88 95
80 92 4
80 93 9
80 94 31
80 95 90
80 98 5
80 100 24
80 102 59
80 105 71
80 109 68
80 110 68
80 111 51
80 115 2
80 117 11
80 118 24
80 120 84
80 124 93
80 125 89
80 127 29
80 128 20
80 131 35
80 136 41
80 139 17
80 140 9
80 144 88
80 145 76
80 146 22
80 147 13
80 148 85
80 149 2
80 150 30
81 82 36
81 83 83
81 84 32
81 85 35
81 87 88
81 92 54
81 97 88
81 102 22
81 104 99
81 106 36
81 107 37
81 108 34
81 112 33
81 113 28
81 116 5
81 118 76
81 119 65
81 121 92
81 122 64
81 124 13
81 126 4
81 128 76
81 129 87
81 130 99
81 132 45
81 134 82
81 138 65
81 139 16
81 142 58
81 143 5
81 144 77
81 147 99
81 148 70
81 149 77
82 84 48
82 86 85
82 87 93
82 90 30
82 91 40
82 92 21
82 93 64
82 94 19
82 95 2
82 96 25
82 101 30
82 103 28
82 104 54
82 105 18
82 106 45
82 110 72
82 111 99
82 112 4
82 113 13
82 115 25
82 117 100
82 122 79
82 123 75
82 127 6
82 130 41
82 131 71
82 133 49
82 134 38
82 139 91
82 142 100
82 143 1
82 145 90
82 147 80
82 150 56
83 85 60
83 86 9
83 87 16
83 88 74
83 90 15
83 91 3
83 92 74
83 93 6
83 97 58
83 99 32
83 105 36
83 107 63
83 108 31
83 109 9
83 110 24
83 113 15
83 116 56
83 117 61
83 122 85
83 125 50
83 126 61
83 127 90
83 131 15
83 133 75
83 134 54
83 135 38
83 137 34
83 139 8
83 142 25
83 149 87
84 87 30
84 90 37
84 93 74
84 94 75
84 96 75
84 102 41
84 106 57
84 108 35
84 109 58
84 110 16
84 111 54
84 115 38
84 117 11
84 120 35
84 121 7
84 123 66
84 124 31
84 125 48
84 128 79
84 132 2
84 133 49
84 135 94
84 136 100
84 139 95
84 140 57
84 142 27
84 146 47
84 150 34
85 86 89
85 89 33
85 90 3
85 92 10
85 94 89
85 95 47
85 96 8
85 97 64
85 100 49
85 101 100
85 104 3
85 105 9
85 106 89
85 107 13
85 108 44
85 112 87
85 113 98
85 116 68
85 118 1
85 119 87
85 120 7
85 121 52
85 124 46
85 125 36
85 126 81
85 127 29
85 128 2
85 129 61
85 131 44
85 132 1
85 134 48
85 136 92
85 137 74
85 140 8
85 141 9
85 144 54
85 145 13
85 146 81
85 147 67
85 150 24
86 87 73
86 89 77
86 90 21
86 91 57
86 92 57
86 95 25
86 96 67
86 97 90
86 98 10
86 100 62
86 105 75
86 106 45
86 107 34
86 110 55
86 111 69
86 112 75
86 113 86
86 114 62
86 116 42
86 118 70
86 119 62
86 121 42
86 122 99
86 123 64
86 125 71
86 126 84
86 127 5
86 129 47
86 130 100
86 133 83
86 139 68
86 144 48
86 145 57
86 147 16
86 149 69
86 150 88
87 89 94
87 91 20
87 92 79
87 94 51
87 97 65
87 102 14
87 103 30
87 104 68
87 105 52
87 109 67
87 110 34
87 111 73
87 113 60
87 115 80
87 116 84
87 117 41
87 119 14
87 120 95
87 121 28
87 122 63
87 126 14
87 127 67
87 129 34
87 130 27
87 132 38
87 136 22
87 138 15
87 139 73
87 140 8
87 141 6
87 142 43
87 144 10
87 147 67
87 149 73
87 150 31
88 91 16
88 92 88
88 94 44
88 96 49
88 97 93
88 98 85
88 99 31
88 102 73
88 108 52
88 109 7
88 112 1
88 114 1
88 117 45
88 120 1
88 121 49
88 123 70
88 124 5
88 126 56
88 128 22
88 130 32
88 131 94
88 132 4
88 137 27
88 138 15
88 139 16
88 140 6
88 141 41
88 142 44
88 146 76
89 91 40
89 93 12
89 96 50
89 97 23
89 102 3
89 103 84
89 104 92
89 107 32
89 108 53
89 109 44
89 114 41
89 118 99
89 119 37
89 121 27
89 124 80
89 125 28
89 126 49
89 127 16
89 130 74
89 131 79
89 132 87
89 133 75
89 134 100
89 136 71
89 137 39
89 138 61
89 139 9
89 140 62
89 141 42
89 144 32
89 145 73
89 146 48
89 147 29
89 149 4
90 92 31
90 93 12
90 94 4
90 99 23
90 101 42
90 102 79
90 106 70
90 107 19
90 110 65
90 114 23
90 116 100
90 117 64
90 118 21
90 119 48
90 120 99
90 121 68
90 122 32
90 123 46
90 124 20
90 126 89
90 128 89
90 133 79
90 134 84
90 135 12
90 136 47
90 137 74
90 139 73
90 143 43
90 144 18
90 145 67
90 148 33
91 92 27
91 94 92
